#      BLOCK:      ACTUAL_TE:           TE_AVE:             ERROR:
       486               -0.84       -0.7703703704      0.003967157875
       487               -0.76        -0.770349076       0.00395906891
       488               -0.84       -0.7704918033      0.003953527938
       489               -0.84       -0.7706339468      0.003947997473
       490               -0.92       -0.7709387755      0.003951690871
       491               -0.92       -0.7712423625      0.003955286903
       492               -0.76       -0.7712195122      0.003947313707
       493               -0.84       -0.7713590264      0.003941771714
       494               -0.76       -0.7713360324      0.003933859485
       495               -0.76       -0.7713131313      0.003925978953
       496               -0.76       -0.7712903226      0.003918129929
       497               -0.84       -0.7714285714      0.003912684621
       498               -0.76       -0.7714056225      0.003904895124
       499               -0.84       -0.7715430862      0.003899488494
       500               -0.76            -0.77152      0.003891757855
       501               -0.76        -0.771497006      0.003884057803
       502               -0.84       -0.7716334661       0.00387871705
       503               -0.92       -0.7719284294      0.003882205162
       504               -0.92       -0.7722222222      0.003885603118
       505               -0.92       -0.7725148515      0.003888912368
       506               -0.92       -0.7728063241      0.003892134329
       507               -0.84        -0.772938856      0.003886713317
       508               -0.76       -0.7729133858       0.00387914576
       509                -0.6       -0.7725736739      0.003886371134
       510               -0.84       -0.7727058824      0.003880998913
       511               -0.68       -0.7725244618      0.003877642011
       512               -0.84         -0.77265625      0.003872307365
       513               -0.76       -0.7726315789      0.003864837598
       514               -0.68       -0.7724513619      0.003861517927
       515               -0.76       -0.7724271845      0.003854095522
       516               -0.68        -0.772248062      0.003850786531
       517               -0.68       -0.7720696325      0.003847469823
       518                -0.6       -0.7717374517      0.003854355421
       519                -0.6       -0.7714065511      0.003861106886
       520                -0.6       -0.7710769231      0.003867726483
       521               -0.68       -0.7709021113      0.003864251336
       522               -0.84       -0.7710344828      0.003859115107
       523               -0.84        -0.771166348      0.003853988548
       524               -0.76       -0.7711450382      0.003846692522
       525               -0.84       -0.7712761905      0.003841600645
       526               -0.84       -0.7714068441      0.003836518357
       527               -0.76       -0.7713851992      0.003829299494
       528               -0.76       -0.7713636364      0.003822107743
       529               -0.84       -0.7714933837      0.003817084189
       530               -0.76       -0.7714716981      0.003809943743
       531               -0.76       -0.7714500942      0.003802829959
       532               -0.84       -0.7715789474      0.003797864154
       533               -0.84       -0.7717073171      0.003792907565
       534               -0.84        -0.771835206      0.003787960202
       535               -0.84       -0.7719626168      0.003783022074
       536               -0.84       -0.7720895522      0.003778093191
       537               -0.68       -0.7719180633      0.003774947599
       538               -0.68       -0.7717472119      0.003771795293
       539               -0.76       -0.7717254174      0.003764860494
       540               -0.68       -0.7715555556      0.003761718468
       541                -0.6       -0.7712384473      0.003768107411
       542               -0.68       -0.7710701107      0.003764913445
       543               -0.76       -0.7710497238        0.0037580351
       544               -0.76       -0.7710294118      0.003751181839
       545               -0.68       -0.7708623853      0.003748015631
       546                -0.6       -0.7705494505      0.003754192406
       547                -0.6         -0.77023766      0.003760254184
       548               -0.76       -0.7702189781      0.003753438814
       549               -0.84       -0.7703460838      0.003748753472
       550               -0.84       -0.7704727273      0.003744076132
       551               -0.76       -0.7704537205      0.003737329319
       552               -0.76       -0.7704347826      0.003730606776
       553               -0.68       -0.7702712477      0.003727443286
       554               -0.68       -0.7701083032       0.00372427489
       555               -0.76       -0.7700900901      0.003717609019
       556               -0.76       -0.7700719424      0.003710966966
       557               -0.76         -0.77005386      0.003704348603
       558               -0.76       -0.7700358423      0.003697753803
       559               -0.76       -0.7700178891      0.003691182442
       560               -0.76               -0.77      0.003684634393
       561               -0.76       -0.7699821747      0.003678109534
       562               -0.76       -0.7699644128      0.003671607742
       563               -0.84       -0.7700888099       0.00366719297
       564               -0.84        -0.770212766      0.003662785195
       565               -0.84       -0.7703362832      0.003658384434
       566               -0.76       -0.7703180212      0.003651966437
       567               -0.76       -0.7702998236      0.003645570918
       568               -0.76       -0.7702816901      0.003639197758
       569               -0.84       -0.7704042179      0.003634864082
       570               -0.92       -0.7706666667      0.003637949606
       571               -0.92       -0.7709281961       0.00364096686
       572               -0.92       -0.7711888112      0.003643916816
       573               -0.84       -0.7713089005      0.003639535751
       574               -0.84       -0.7714285714      0.003635162002
       575               -0.76       -0.7714086957      0.003628894318
       576               -0.68            -0.77125      0.003626062464
       577               -0.76       -0.7712305026      0.003619830546
       578               -0.84        -0.771349481      0.003615522654
       579               -0.84       -0.7714680484      0.003611221853
       580               -0.92       -0.7717241379       0.00361406449
       581               -0.92        -0.771979346      0.003616843632
       582               -0.92        -0.772233677      0.003619560166
       583               -0.68       -0.7720754717      0.003616807458
       584               -0.92       -0.7723287671       0.00361947293
       585               -0.92       -0.7725811966      0.003622077575
       586               -0.84       -0.7726962457      0.003617723264
       587               -0.84       -0.7728109029      0.003613376661
       588               -0.76       -0.7727891156      0.003607297146
       589               -0.84       -0.7729032258      0.003602977082
       590               -0.84       -0.7730169492       0.00359866466
       591               -0.76       -0.7729949239       0.00359264295
       592               -0.76        -0.772972973      0.003586641355
       593               -0.76       -0.7729510961      0.003580659775
       594               -0.76       -0.7729292929      0.003574698109
       595               -0.76        -0.772907563      0.003568756258
       596               -0.84       -0.7730201342      0.003564543417
       597               -0.84       -0.7731323283      0.003560337875
       598               -0.84       -0.7732441472      0.003556139636
       599               -0.76       -0.7732220367      0.003550271577
       600               -0.76             -0.7732      0.003544422849
       601               -0.76       -0.7731780366      0.003538593356
       602               -0.84       -0.7732890365      0.003534455809
       603               -0.84       -0.7733996683      0.003530325371
       604               -0.76       -0.7733774834      0.003524550167
       605               -0.76       -0.7733553719      0.003518793823
       606               -0.76       -0.7733333333      0.003513056246
       607               -0.84       -0.7734431631      0.003508985075
